FID,Project_Name,,Date_Received,Meeting_Date,Meeting_Time,Meeting_Location_Place,Meeting_Location_Address,Meeting_Location_City,Meeting_Location_Zip,Coordinates,,geom,Route
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_-5e,CRAWFORD PROPERTY,,20-10-2014,18-11-2014,6:30 PM,DAYTON OAKS ELEMENTARY,4691 TEN OAKS ROAD,DAYTON,21036,"(39.1842,-77.0008)",,POINT (1312071.72855898 552710.9182379022),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_-5d,CENTENNIAL CHOICE,,15-10-2014,15-11-2014,3:30 PM,MILLER BRANCH LIBRARY,9421 FREDERICK ROAD,ELLICOTT CITY,21043,"(39.2586,-76.8252)",,POINT (1361851.2799893282 579759.4906332325),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_-5c,VAN STONE PROPERTY,,06-10-2014,05-11-2014,7:30 PM,ELLICOTT CITY SENIOR CENTER,9401 FREDERICK ROAD,ELLICOTT CITY,21042,"(39.2897,-76.8579)",,POINT (1352594.0492429622 591068.4971230049),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_-5b,HAMPTON HILLS,,06-10-2014,05-11-2014,6:30 PM,ELLICOTT CITY SENIOR CENTER,9401 FREDERICK ROAD,ELLICOTT CITY,21042,"(39.241,-76.7813)",,POINT (1374291.3630881533 573367.8801072985),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_-5a,"TSZ Properties, LLC",,29-09-2014,29-10-2014,6:00 p.m.,Ellicott City Senior Center,9401 Frederick Road,Ellicott City,21402,"(39.2825,-76.8702)",,POINT (1349100.4655942023 588483.3996690549),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_-59,WESTLAND FARM ESTATES,,30-09-2014,23-10-2014,6:00 PM,MAPLE LAWN COMMUNITY CENTER,7600 MAPLE LAWN BLVD,FULTON,20759,"(39.1504,-76.9509)",,POINT (1326218.1249763519 540421.5291621927),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_-58,OAK HILL,,30-09-2014,22-10-2014,6:00 PM,GEORGE HOWARD BLDG / COLUMBIA-ELLICOTT RM,3430 COURT HOUSE DRIVE,ELLICOTT CITY,21043,"(39.2483,-76.7685)",,POINT (1377904.9312052578 576011.1810363159),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_-57,BRANDON WOODS,,17-09-2014,17-10-2014,6:00 PM,GRACE EPISCOPAL CHURCH,6725 MONTGOMERY ROAD,ELKRIDGE,21075,"(39.2394,-76.7772)",,POINT (1375444.6135523506 572778.1041891929),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_-56,"Woodbine Brantly, LLC",,08-09-2014,09-10-2014,6:00 P.M.,Lisbon Volunteer Fire Company,1330 Woodbine Road,Lisbon,21797,"(39.3478,-77.0661)",,POINT (1293563.8022503518 612228.7829241902),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_-55,Jagannath Temple Project,,10-09-2014,02-10-2014,6:00 p.m.,Glenwood Library Meeting Room,2350 Route 97,Glenwood,21723,"(39.3153,-77.0282)",,POINT (1304315.224984564 600409.3310592901),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_-54,ANTWERPEN HYUNDAI,,27-08-2014,22-09-2014,6:00 PM,RIVER HILL MEETING ROOM,6330 TROTTER ROAD,CLARKSVILLE,21029,"(39.2103,-76.9436)",,POINT (1328293.3611520715 562195.9888547026),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_-53,WARFIELD'S WOODS,,26-08-2014,18-09-2014,6:00 PM,MILLER BRANCH LIBRARY,9421 FREDERICK ROAD,ELLICOTT CITY,21042,"(39.3157,-76.8825)",,POINT (1345604.8099742606 600526.3064255975),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_-52,CEDAR ACRES - LOT 12,,30-07-2014,04-09-2014,6:00 PM,HICKORY RIDGE COMM ASSOC - HAWTHORN CENTER,6175 SUNNY SPRING,COLUMBIA,21044,"(39.2016,-76.892)",,POINT (1342905.776892513 559060.618183367),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_-51,Terry's Place,,13-08-2014,04-09-2014,6:00 PM,Miller Branch Library (Ellicott Room),9421 Frederick Road,Ellicott City,21042,"(39.2855,-76.8856)",,POINT (1344737.2900463492 589544.5971951913),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_-50,Cherrytree Park,,06-08-2014,04-09-2014,6:00 PM,Cherrytree Park Community Center,8430 Ice Crystal Drive,Scaggsville,20723,"(39.1416,-76.902)",,POINT (1340092.2657063492 537240.3102141917),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_-4f,Calvary Lutheran Church,,28-07-2014,03-09-2014,7:00 p.m.,Calvary Lutheran Church,16151 Old Frederick Road,Mount Airy,21771,"(39.3488,-77.0759)",,POINT (1290788.9741043523 612572.0694681928),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_-4e,Buch Property Apartments,,04-08-2014,28-08-2014,6:00 PM,North Laurel Community Center,9411 Whiskey Bottom Road,Laurel,20723,"(39.1485,-76.8991)",,POINT (1340917.6905126013 539754.4023216348),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_-4d,5814 Bellanca Drive,,30-07-2014,28-08-2014,6:00 PM,Elkridge Volunteer Fire Department,6275 Old Washington Blvd.,Elkridge,21075,"(39.2116,-76.7662)",,POINT (1378559.2454923503 562700.9713281915),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_-4c,CASH PROPERTY,,24-07-2014,27-08-2014,6:00 PM,KAHLER HALL,5440 TUCKER ROW,COLUMBIA,21044,"(39.263,-76.9216)",,POINT (1334526.4830147512 581374.4162895121),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_-4b,ROVER MILL ESTATES,,24-07-2014,26-08-2014,6:00 PM,SHEPHERD OF THE GLEN LUTHERAN CHURCH,14551 BURNTWOODS ROAD,GLENWOOD,21738,"(39.2933,-77.0019)",,POINT (1311762.3537281714 592387.5431082901),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_-4a,DOVES FLY,,01-08-2014,26-08-2014,6:00 PM,COMMUNITY CENTER AT MAPLE LAWN FARMS - MAIN HALL,7600 MAPLE LAWN BLVD,FULTON,20759,"(39.1351,-76.8699)",,POINT (1349180.1195747443 534846.6063158512),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_-49,GRACE EPISCOPAL CHURCH,,11-07-2014,20-08-2014,6:00 PM,GRACE EPISCOPAL CHURCH,6725 MONTGOMERY ROAD,ELKRIDGE,21075,"(39.212,-76.748)",,POINT (1383742.174420353 562833.340292193),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_-48,WILDE LAKE MIDDLE SCHOOL,,24-07-2014,19-08-2014,6:30 PM,WILDE LAKE MIDDLE SCHOOL,10481 CROSS FOX LANE,COLUMBIA,21044,"(39.2186,-76.8765)",,POINT (1347307.404162135 565212.4215594493),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_-47,Highs of Baltimore,,11-07-2014,18-08-2014,6:00 P.M.,Lisbon Volunteer Fire Dept. Fire Hall,1330 Woodbine Road,Woodbine,21797,"(39.3505,-77.0653)",,POINT (1293809.8949345686 613207.6361292992),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_-46,"MILL HAVEN, LOTS 5-7",,09-07-2014,06-08-2014,6:00 PM,OAKLAND MILLS INTERFAITH CENTER,5885 ROBERT OLIVER PLACE,COLUMBIA,21045,"(39.2161,-76.8394)",,POINT (1357838.2992083505 564305.7631911915),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_-45,Crossroads Church of the Nazarene,,16-06-2014,10-07-2014,7:00 P.M.,Crossroads Church of the Nararene,2750 Rogers Avenue,Ellicott City,21043,"(39.2981,-76.8137)",,POINT (1365115.0316643529 594121.508681193),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_-44,MILLARD TAYLOR PROPERTY,,16-06-2014,08-07-2014,6:00 PM,LISBON VOLUNTEER FIRE CO.,1330 WOODBINE ROAD,LISBON,21797,"(39.3381,-77.0116)",,POINT (1309026.2464153022 608689.9350102041),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_-43,PINE ACRES,,07-05-2014,03-07-2014,6:00 PM,ELKRIDGE LIBRARY,6540 WASHINGTON BLVD.,ELKRIDGE,21075,"(39.2139,-76.7645)",,POINT (1379058.5335894488 563501.5231621973),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_-42,SIENA CORPORATION,,04-06-2014,01-07-2014,6:00 PM,ELLICOTT CITY VOLUNTEER FIRE DEPT,4150 MONTGOMERY ROAD,ELLICOTT CITY,21043,"(39.227,-76.8196)",,POINT (1363428.7529103868 568268.1756304186),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_-41,ST. CHARLES WOODS,,04-06-2014,26-06-2014,6:00 PM,MILLER LIBRARY,9421 FREDERICK ROAD,ELLICOTT CITY,21042,"(39.2894,-76.8918)",,POINT (1342965.6079258882 590982.9232760314),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_-40,HODDINOTT PROPERTY,,04-06-2014,26-06-2014,6:30 PM,ROBINSON NATURE CENTER (AUDOTORIUM),6692 CEDAR LANE,COLUMBIA,21044,"(39.1991,-76.9409)",,POINT (1329063.9092317596 558126.2591699846),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_-3f,MPEA IMPROVEMENTS,,03-06-2014,25-06-2014,6:00 PM,5TH DISTRICT VOLUNTEER FIRE DEPT,5000 SIGNAL BELL LANE,CLARKSVILLE,21029,"(39.2044,-76.9114)",,POINT (1337407.3609399572 560049.149471568),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_-3e,"RESUBD OF SUNSET PLAINS, LOT 3A",,02-06-2014,23-06-2014,6:30 PM,MILLER BRANCH LIBRARY,9421 FREDERICK ROAD,ELLICOTT CITY,21042,"(39.2303,-76.8008)",,POINT (1368765.2390334606 569489.1659598462),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_-3d,TOLL HOUSE TOWNHOMES,,22-05-2014,18-06-2014,6:30 PM,ELLICOTT CITY SENIOR CENTER,9401 FREDERICK ROAD,ELLICOTT CITY,21042,"(39.2677,-76.8057)",,POINT (1367372.2298690826 583100.4591559842),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_-3c,NELSON HOUSE,,09-05-2014,12-06-2014,6:00 PM,ELKRIDGE LIBRARY,6540 WASHINGTON BLVD.,ELKRIDGE,21075,"(39.1884,-76.7934)",,POINT (1370874.8211431801 554254.3405013494),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_-3b,LACEY PROPERTY,,16-05-2014,11-06-2014,6:30 PM,GEORGE HOWARD BLDG [COLUMBIA-ELLICOTT RM],3430 COURT HOUSE DRIVE,ELLICOTT CITY,21043,"(39.2744,-76.7998)",,POINT (1369039.2978651524 585504.7182329725),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_-3a,"AUTUMN RIVER, PH 5",,07-05-2014,09-06-2014,6:30 PM,ELLICOTT CITY SENIOR CENTER,9401 FREDERICK ROAD,ELLICOTT CITY,21042,"(39.2534,-76.7817)",,POINT (1374181.3847044408 577886.4248384573),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_-39,JONES ROAD,,05-05-2014,05-06-2014,7:00 PM,NORTH LAUREL COMMUNITY CENTER,9411 WHISKEY BOTTOM ROAD,LAUREL,20723,"(39.1525,-76.8124)",,POINT (1365481.3731988557 541204.0299293082),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_-38,MAPLE LAWN SOUTH,,22-04-2014,05-06-2014,6:00 PM,NORTH LAUREL COMMUNITY CENTER,9411 WHISKEY BOTTOM ROAD,LAUREL,20723,"(39.1467,-76.9165)",,POINT (1335966.8157916367 539070.9438552465),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_-37,PINE GROVE ADDITION,,09-05-2014,02-06-2014,6:00 PM,NORTH LAUREL COMMUNITY CENTER,9411 WHISKEY BOTTOM ROAD,LAUREL,20723,"(39.1487,-76.8133)",,POINT (1365211.1062983498 539801.867858192),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_-36,CELEBRATION CHURCH - PARKING LOT,,02-05-2014,29-05-2014,6:30 PM,CELEBRATION CHURCH,6080 FORELAND GARTH,COLUMBIA,21045,"(39.2056,-76.8152)",,POINT (1364687.772289019 560502.640240198),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_-35,"Two Farms, Inc.",,30-04-2014,29-05-2014,6:30 PM,Elkridge Senior Center,6540 WASHINGTON BLVD,Elkridge,21075,"(39.1892,-76.796)",,POINT (1370126.2165563516 554554.4616261907),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_-34,"HOLIDAY HILLS, SEC 4",,28-04-2014,28-05-2014,6:00 PM,CLARKSVILLE FIRE DEPARTMENT,5000 SIGNAL BELL LANE,CLARKSVILLE,21029,"(39.1776,-76.8849)",,POINT (1344927.1856525242 550335.7123666592),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_-33,CROWN CASTLE USA,,29-04-2014,27-05-2014,6:00 PM,ELKRIDGE SENIOR CENTER,6540 WASHINGTON BLVD,ELKRIDGE,21075,"(39.1925,-76.7784)",,POINT (1375104.9244609773 555731.5141853765),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_-32,"WHITEHEAD PROPERTY, PAR 345",,14-04-2014,27-05-2014,6:00 PM,NORTH LAUREL COMMUNITY CENTER,9411 WHISKEY BOTTOM ROAD,LAUREL,20723,"(39.141,-76.8266)",,POINT (1361446.6714352034 537005.0091281459),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_-31,"WHITEHEAD PROPERTY, PAR 346",,14-04-2014,27-05-2014,7:00 PM,NORTH LAUREL COMMUNITY CENTER,9411 WHISKEY BOTTOM ROAD,LAUREL,20723,"(39.141,-76.8266)",,POINT (1361446.6714352034 537005.0091281459),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_-30,GOLDSTAR ASHBURY LLC,,24-04-2014,21-05-2014,6:00 PM,NORTH LAUREL COMMUNITY CENTER,9411 WHISKEY BOTTOM ROAD,LAUREL,20723,"(39.1081,-76.8381)",,POINT (1358184.499319613 525048.6661679056),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_-2f,HARIGAYA PROPERTY,,23-04-2014,19-05-2014,6:00 PM,NORTH LAUREL COMMUNITY CENTER,9411 WHISKEY BOTTOM ROAD,LAUREL,20723,"(39.133,-76.8809)",,POINT (1346073.7237497866 534102.1307588238),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_-2e,Shady Lane Equestrian,,23-04-2014,16-05-2014,6:30 PM,Saint Andrew's Episcopal,2892 Route 97,Glenwood,21738,"(39.2722,-77.019)",,POINT (1306925.7861522362 584713.3916433584),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_-2d,SIMPSON MILL  PARCEL A,,15-04-2014,14-05-2014,6:00 PM,HARPER'S CHOICE COMMUNITY ASSOCIATION KAHLER HALL,5440 OLD TUCKER ROW,COLUMBIA,21044,"(39.1854,-76.8943)",,POINT (1342272.7517935112 553143.0011808313),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_-2c,THE PARK AT LOCUST THICKET,,10-04-2014,06-05-2014,6:00 PM,ELKRIDGE VOLUNTEER FIRE DEPT,6275 OLD WASHINGTON BLVD.,ELKRIDGE,21075,"(39.206,-76.7845)",,POINT (1373395.284378972 560641.7091298606),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_-2b,"Cattail Creek Country Club, Inc.",,31-03-2014,29-04-2014,6:00 p.m.,Glenwood Senior Center,2400 Route 97,Cooksville,21723,"(39.272,-77.0456)",,POINT (1299372.7750323527 584644.7636211924),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_-2a,CONGEDO PROPERTY,,27-03-2014,28-04-2014,6:00 PM,THE MEETING ROOM AT RIVER HILL POOL,6330 TROTTER ROAD,CLARKSVILLE,21029,"(39.1993,-76.9213)",,POINT (1334604.72018075 558223.0118263029),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_-29,COLEMAN FIAT,,27-03-2014,28-04-2014,7;00 PM,THE MEETING ROOM AT RIVER HILL POOL,6330 TROTTER ROAD,CLARKSVILLE,21029,"(39.2102,-76.9448)",,POINT (1327942.7294018865 562171.4169370309),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_-28,"WOODBROOK, SECT 2",,20-03-2014,28-04-2014,6:00 PM,ELKRIDGE VOLUNTEER FIRE DEPT,6275 OLD WASHINGTON BLVD.,ELKRIDGE,21075,"(39.2,-76.793)",,POINT (1370981.6441384815 558454.3096585758),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_-27,12202 CLARKSVILLE PIKE,,19-03-2014,23-04-2014,6:00 PM,5TH DISTRICT VOLUNTEER FIRE DEPT,5000 SIGNAL BELL LANE,CLARKSVILLE,21029,"(39.2133,-76.9383)",,POINT (1329786.4899223521 563318.0870751906),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_-26,Two Farms,,27-03-2014,22-04-2014,6:00 P.M.,Elkridge Senior Center,6540 Washington Boulevard,Elkridge,21075,"(39.1892,-76.796)",,POINT (1370126.2165563516 554554.4616261907),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_-25,GAITHER'S CHANCE,,26-03-2014,17-04-2014,6:30 PM,DAYTON OAKS ELEMENTARY SCHOOL,4691 TEN OAKS ROAD,DAYTON,21036,"(39.236,-76.9781)",,POINT (1318506.6845571473 571562.2979058679),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_-24,DOVES FLY,,20-03-2014,10-04-2014,6:00 PM,MAPLE LAWN FARMS - COMMUNITY CENTER,7600 MAPLE LAWN BLVD.,FULTON,20759,"(39.1351,-76.8699)",,POINT (1349180.1195747443 534846.6063158512),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_-23,OLIVA SUBDIVISION,,14-03-2014,10-04-2014,6:00 PM,ST. MICHAEL'S CATHOLIC CHURCH (POPLAR SPRINGS),1125 ST. MICHAEL'S ROAD,MT. AIRY,21771,"(39.3142,-77.1184)",,POINT (1278755.8387503512 599988.6539151911),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_-22,BS LAND ACQUISITION,,13-03-2014,10-04-2014,6:00 PM,BETH SHALOM CONGREGATION,8070 HARRIET TUBMAN LANE,COLUMBIA,21044,"(39.1851,-76.8812)",,POINT (1345975.4908603542 553028.945681192),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_-21,PORTA PROPERTY,,28-02-2014,08-04-2014,6:00 PM,MILLER BRANCH LIBRARY,9421 FREDERICK ROAD,ELLICOTT CITY,21042,"(39.2828,-76.8705)",,POINT (1349019.6773188412 588567.1015354823),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_-20,Gladys Woods,,20-02-2014,01-04-2014,6:00 PM,Miller Library,9421  Frederick Road,Ellicott City,21042,"(39.2266,-76.8045)",,POINT (1367711.3090880327 568150.3046604842),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_-1f,Chapelgate Presbyterian Church,,28-02-2014,01-04-2014,7:00 PM,"On-site, Chapelgate Presbyterian Church, Room 108",2600 Marriottsville Road,Marriottsville,21104,"(39.2994,-76.9041)",,POINT (1339499.303616792 594609.2454212587),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_-1e,"CRISWOOD MANOR, SECTION FOUR",,27-02-2014,01-04-2014,6:00 PM,CENTRAL BRANCH LIBRARY,10375 LITTLE PATUXENT PKWY,COLUMBIA,21044,"(39.2185,-76.9218)",,POINT (1334475.090768911 565176.1509501617),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_-1d,"DOWNTOWN COLUMBIA - CRESCENT NEIGHBORHOOD, FDP",,10-03-2014,31-03-2014,7:00 PM,HOWARD COMMUNITY COLLEGE,10901 LITTLE PATUXENT PARKWAY,COLUMBIA,21044,"(39.2058,-76.8619)",,POINT (1351449.7356568985 560575.1980161704),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_-1c,"L.I.F.E., Inc.",,01-01-1900,29-03-2014,10:30 AM,Bethany Lane Baptist Church,3030 Bethany Lane,Ellicott City,21042,"(39.2712,-76.8635)",,POINT (1350983.813512724 584347.9233774878),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_-1b,Larimore Property,,24-02-2014,27-03-2014,6:00 PM,Glenwood Branch Library (Glenwood Meeting Room),2350  State Route 97,Cooksville,21723,"(39.305,-77.0845)",,POINT (1288374.4789078757 596644.1075262539),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_-1a,Downtown Columbia Multi-Use Path,,06-02-2014,27-03-2014,6:30 PM,The Other Barn,5851 Robert Oliver Place,Columbia,21045,"(39.2113,-76.8631)",,POINT (1351108.78406151 562564.409468161),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_-19,ARMSTRONG SUBDIVISION,,06-03-2014,27-03-2014,6:00 PM,NORTH LAUREL COMMUNITY CENTER,9411 WHISKEY BOTTOM ROAD,LAUREL,20723,"(39.1185,-76.8357)",,POINT (1358885.1584614515 528817.5493935309),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_-18,MARTIN ROAD PROPERTY,,24-02-2014,25-03-2014,6:00 PM,HICKORY RIDGE COMMUNITY ASSOCIATION,6175 SUNNY SPRING,COLUMBIA ,21044,"(39.1883,-76.871)",,POINT (1348855.4840258174 554213.5166793447),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_-17,"Convenience Retailing, LLC",,10-02-2014,25-03-2014,6:00 PM,Chapelgate Presbyterian Church,2500 Marriottsville Road,Marriottsville,21104,"(39.3082,-76.8894)",,POINT (1343641.3590443507 597816.5664921906),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_-16,Faz Property,,20-02-2014,24-03-2014,6:00 PM,East Columiba Library,6600  Cradlerock Way,Columiba,21045,"(39.1889,-76.7988)",,POINT (1369340.0913013555 554441.8268466424),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_-15,Oak Ridge Farm and Nursery LLC,,19-02-2014,20-03-2014,6:00 p.m.,Lisbon Volunteer Fire Company,1330  Woodbine Road,Lisbon,21797,"(39.3097,-77.1139)",,POINT (1280040.2347423509 598368.2250591908),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_-14,"GF Columbia, LLC",,19-02-2014,19-03-2014,7:00 p.m.,Robinson Nature Center,6692  Cedar Lane,Columbia,21044,"(39.1938,-76.9048)",,POINT (1339296.496292349 556222.4122895207),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_-13,Lorman Lykes,,01-01-1900,15-03-2014,9:00 AM,St. Johns Parish Day School,9130 Frederick Rd,Ellicott City,21042,"(39.2592,-76.8242)",,POINT (1362132.7503263503 579982.3941501919),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_-12,Sunset View,,10-02-2014,12-03-2014,6:00pm,Miller Library,9421 Frederick Road,Ellicott City,21042,"(39.2291,-76.8009)",,POINT (1368740.3083517812 569035.8347841837),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_-11,The Settlement at Savage Mill,,18-02-2014,11-03-2014,7:00 PM,Carroll Baldwin Hall,9035  Baltimore ,Savage,20763,"(39.1357,-76.8294)",,POINT (1360661.3063743524 535070.404697191),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_-10,CARROLL/ZIEGLER BULK PAR K,,16-01-2014,10-03-2014,6:00 PM,KAHLER HALL HARPERS CHOICE COMM ASSOC,5440 OLD TUCKER ROW,COLUMBIA,21044,"(39.2574,-76.8825)",,POINT (1345617.429354649 579336.5530197676),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_-f,Scott Shearer,,04-02-2014,06-03-2014,6:30pm,St. Mark's Episcopal Church,12700 Hall Shop Road,Highland,20777,"(39.194,-76.9725)",,POINT (1320091.655650787 556293.9365826938),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_-e,Chapelgate Presbyterian Church,,06-02-2014,05-03-2014,7:00 p.m.,"George Howard Building, Banneker Room",3430 Courthouse Drive,Ellicott City,21043,"(39.2994,-76.9041)",,POINT (1339499.303616792 594609.2454212587),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_-d,"Rock Burn, LLC",,06-02-2014,04-03-2014,6:00 p.m.,Elkridge Public Library,6540  Washington Blvd.,Elkridge,21075,"(39.214,-76.7614)",,POINT (1379932.3078855127 563572.5627719704),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_-c,Sang Gug Do and Hea Ock Do,,30-01-2014,27-02-2014,6:30pm,Clarksville Fire House,5000 signal bell lane,clarksville,21029,"(39.2272,-76.9204)",,POINT (1334879.4912924916 568352.7988050915),
